x: music,y: tpz_or_not
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43049.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43106.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47397.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_230.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43473.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45156.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47626.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46312.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43617.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44848.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43179.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47359.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43430.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45167.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43163.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46661.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43515.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45596.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_217.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45147.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44753.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43660.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46259.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_84.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46746.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43095.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45045.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46024.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45603.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_124.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45488.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46984.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45956.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46333.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44046.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46090.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43410.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45352.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45244.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44867.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47452.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43079.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45260.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45370.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43955.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45365.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47311.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45181.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46217.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45717.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_402.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46233.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47487.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43422.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44077.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45825.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43536.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44307.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_42635.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47540.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43987.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_309.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44208.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43105.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44908.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43545.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43218.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44571.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44060.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45200.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43291.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47121.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45139.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45273.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43054.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45882.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44947.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43471.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_42645.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43391.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46413.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46558.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_384.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45150.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46895.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44326.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_42787.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47539.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_317.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44305.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45914.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46684.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_187.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46998.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47150.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43800.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46203.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44851.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46859.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44941.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47662.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_42650.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_42576.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_46365.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44090.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47209.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43299.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45783.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_42758.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_47047.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_44922.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45973.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_43237.wav,0
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45997.wav,0
/Users/nobuyuki/PycharmProjects/trimmed_tpz/encorded_tpz_111.wav,1
/Users/nobuyuki/PycharmProjects/nncc_audiostock_16k_24sec_1/audiostock_45358.wav,0
